,b'\x83{\x81[\x83\x8a\x83\x93\x83O',b'PL\x8b\xe6\x95\xaa',recoords
5302,22116,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15529248.058141552, 4263019.643674247]]"
5303,22117,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528976.563573806, 4263533.108565278]]"
5304,22118,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528464.489522813, 4262908.803768136]]"
5305,22119,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528062.501514174, 4262984.983650985]]"
5306,22120,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527722.357630022, 4263023.0739279995]]"
5307,22121,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528278.957872303, 4263251.615304363]]"
5308,22123,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528217.115433706, 4263670.621553758]]"
5309,22150,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528708.157880194, 4263265.708278284]]"
5310,22151,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528693.933466865, 4263229.903033072]]"
5311,22152,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528201.963335883, 4263624.149229452]]"
5312,22153,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528242.47143715, 4263619.19719123]]"
5313,22154,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528325.961167287, 4263581.1051579]]"
5314,22155,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528091.8789652, 4263296.562727478]]"
5315,22156,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528089.405043436, 4263260.757311035]]"
5316,22157,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528832.46403576, 4263045.926417917]]"
5317,22158,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528883.79313322, 4262618.945462488]]"
5318,22159,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528698.261588303, 4262999.837766131]]"
5319,22160,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15528791.028951267, 4263190.288624805]]"
5320,22162,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527011.147033906, 4262870.715839007]]"
5321,22165,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527042.072533041, 4263594.438694704]]"
5322,22207,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526577.311215874, 4263354.0815672865]]"
5323,22208,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526830.565326592, 4263698.049478379]]"
5324,22209,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526615.6533701, 4263064.973909333]]"
5325,22210,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526651.523060493, 4263072.2110907715]]"
5326,22211,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526552.881583773, 4263130.870098211]]"
5327,22212,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526582.876080453, 4263110.301220976]]"
5328,22213,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526455.786612641, 4263256.187973608]]"
5329,22214,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526969.092690201, 4262852.433046144]]"
5330,22215,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526825.92296092, 4262833.388435565]]"
5331,22216,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526852.206649136, 4262794.91835997]]"
5332,22217,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527470.962183766, 4263430.644200649]]"
5333,22218,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527413.446304403, 4263277.518030162]]"
5334,22219,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527435.09185713, 4263299.2298684325]]"
5335,22220,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527437.257900544, 4263600.152158617]]"
5336,22221,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527301.197422413, 4262969.367684213]]"
5337,22222,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527439.728675853, 4262972.033876942]]"
5338,22223,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527377.575047383, 4262943.085664706]]"
5339,22224,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527437.254794504, 4262938.514922173]]"
5340,22225,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15527218.944257883, 4262936.229707838]]"
5341,22227,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526423.628340246, 4263442.072538811]]"
5342,22228,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525495.963766897, 4263556.347612061]]"
5343,22229,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526392.708001636, 4263822.993276792]]"
5344,22252,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525208.696841396, 4263543.015619052]]"
5345,22253,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525230.342290299, 4263535.397258575]]"
5346,22254,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525211.170651807, 4263557.109576642]]"
5347,22255,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525221.991469098, 4263146.106647177]]"
5348,22256,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525218.279322587, 4262823.866931652]]"
5349,22257,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525274.561134959, 4263563.204287511]]"
5350,22258,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525474.008952275, 4263543.015516591]]"
5351,22259,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525789.107040556, 4263781.472527623]]"
5352,22260,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525626.764863966, 4263607.390806935]]"
5353,22261,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525440.610537305, 4262993.365336203]]"
5354,22262,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525760.65506653, 4263017.361903861]]"
5355,22263,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525794.051110566, 4263029.169659051]]"
5356,22264,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525392.681704482, 4263108.016379225]]"
5357,22266,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15526427.028857144, 4263222.668207072]]"
5358,22267,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524692.297383858, 4263708.716121329]]"
5359,22288,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524069.524964407, 4263693.0982801495]]"
5360,22289,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524037.056619458, 4263689.670016966]]"
5361,22290,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524265.258272085, 4262833.389290137]]"
5362,22291,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524707.140211206, 4263769.664028052]]"
5363,22292,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524828.97333912, 4263712.525348294]]"
5364,22293,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525165.714649156, 4263479.402629556]]"
5365,22294,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524794.33989667, 4263582.250288703]]"
5366,22295,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524438.425954433, 4263619.199483494]]"
5367,22296,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524838.55849993, 4263571.584593823]]"
5368,22297,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524882.777294392, 4263572.727346778]]"
5369,22298,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525156.129059758, 4263546.443861106]]"
5370,22299,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15525182.413233759, 4263609.676429916]]"
5371,22300,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524972.451118426, 4263472.5462000845]]"
5372,22301,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524563.969906712, 4263607.390917737]]"
5373,22302,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524351.22312698, 4263100.779279251]]"
5374,22303,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524539.846963562, 4262799.870807239]]"
5375,22304,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524738.05794056, 4262792.6338466285]]"
5376,22305,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15524838.554967701, 4262783.111517203]]"
5377,22307,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523857.393895326, 4262604.09417912]]"
5378,22308,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523362.641928582, 4263175.436387234]]"
5379,22327,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523185.460331764, 4263717.096411739]]"
5380,22328,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522903.759184958, 4263688.527100513]]"
5381,22329,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523087.74632459, 4263731.571466278]]"
5382,22330,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522803.262566565, 4263762.426356381]]"
5383,22331,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522836.967648664, 4263752.903299404]]"
5384,22332,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522779.450933306, 4263411.599791166]]"
5385,22333,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523493.75390078, 4263626.437008486]]"
5386,22334,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523445.823451266, 4263394.839785963]]"
5387,22335,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523725.361201808, 4263687.384465158]]"
5388,22336,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523952.3294796, 4263602.438956464]]"
5389,22337,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523885.53584283, 4263203.62345769]]"
5390,22338,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523651.454727702, 4263139.25047501]]"
5391,22340,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15523668.152472977, 4263093.923122011]]"
5392,22341,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522373.130111966, 4262604.093894465]]"
5393,22342,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521847.7631576, 4262756.4487808375]]"
5394,22343,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521724.075815512, 4263061.165184596]]"
5395,22344,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521724.0763688, 4263175.436058984]]"
5396,22345,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522558.667255262, 4263555.96680071]]"
5397,22368,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521705.213203022, 4263017.36160721]]"
5398,22369,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521742.628857298, 4262988.413290924]]"
5399,22370,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521710.77895125, 4262969.368403888]]"
5400,22371,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521749.43148861, 4262944.610110183]]"
5401,22372,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521808.183201397, 4262848.624597511]]"
5402,22373,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521796.432860952, 4262855.099786812]]"
5403,22374,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521788.70221643, 4262848.624568528]]"
5404,22375,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521543.182838913, 4263443.59628659]]"
5405,22377,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522318.401874995, 4263514.065867033]]"
5406,22379,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521647.392119838, 4263803.185387277]]"
5407,22380,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521852.71484841, 4263707.573211096]]"
5408,22381,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521757.164331999, 4263475.97414213]]"
5409,22382,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521723.767329868, 4263227.620185286]]"
5410,22383,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522492.804117018, 4263812.7086475035]]"
5411,22384,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521714.182786223, 4263521.303157393]]"
5412,22385,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521762.112121323, 4263509.494702743]]"
5413,22387,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521862.300480817, 4263662.243409907]]"
5414,22388,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522236.146212075, 4262912.234013789]]"
5415,22389,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522700.600952102, 4263774.616013794]]"
5416,22391,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522521.560644262, 4263547.586630116]]"
5417,22393,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522698.125638125, 4263427.979127898]]"
5418,22394,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522545.371588582, 4263745.665730679]]"
5419,22395,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522533.62084575, 4263686.241608091]]"
5420,22396,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15522590.826997042, 4263707.573324262]]"
5421,22397,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521678.929699237, 4263114.110544359]]"
5422,22398,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521678.929931603, 4263152.200886535]]"
5423,22406,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520783.114319956, 4263033.740137975]]"
5424,22408,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520341.237359717, 4263206.288913108]]"
5425,22409,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520307.841475429, 4263212.383315643]]"
5426,22410,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520324.539496105, 4263222.286973144]]"
5427,22411,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520335.67143031, 4263212.383386537]]"
5428,22412,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520790.226310948, 4263004.029894648]]"
5429,22413,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15521199.945012907, 4263006.696313478]]"
5430,22414,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520524.604688108, 4262963.654584968]]"
5431,22432,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520233.628266701, 4263205.146181331]]"
5432,22433,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520265.477906179, 4263175.054581647]]"
5433,22434,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15519533.238696108, 4262616.661807071]]"
5434,22435,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15519122.593058836, 4262773.206653369]]"
5435,22436,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15519160.00897334, 4262782.348046041]]"
5436,22437,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15519133.106613006, 4262786.156936339]]"
5437,22438,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15519991.1972354, 4262934.706103769]]"
5438,22439,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520017.17202441, 4262962.511595054]]"
5439,22440,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520017.17178537, 4262920.2321310695]]"
5440,22441,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520037.580442015, 4262918.327609573]]"
5441,22442,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15520038.199195886, 4262975.08129201]]"
5442,22443,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15519377.082156792, 4262699.695094958]]"
5443,22444,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15517920.959671281, 4263175.053166725]]"
5444,22445,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15518508.171830162, 4263251.234854833]]"
5445,22448,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15518786.47257681, 4263555.965372752]]"
5446,22456,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15517829.430172652, 4263183.432997985]]"
5447,22458,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15518276.252980258, 4262612.090238739]]"
5448,22459,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15517178.826205311, 4262679.887216357]]"
5449,22463,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15517457.127728656, 4263251.234239518]]"
5450,22470,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15517783.046917818, 4263156.388692098]]"
5451,22471,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15517812.113691695, 4263159.0551399095]]"
5452,22473,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15516972.576631635, 4262993.362408704]]"
5453,22474,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15517057.30312486, 4262947.273759248]]"
5454,22476,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15516065.62947387, 4262794.15359303]]"
5455,22490,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515880.09943348, 4263555.963958873]]"
5456,22491,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515385.345200486, 4263555.96379467]]"
5457,22502,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515409.465109209, 4263755.566926952]]"
5458,22503,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15516424.016940458, 4262777.394626095]]"
5459,22504,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515835.261146273, 4263240.18709491]]"
5460,22505,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515828.458457386, 4263289.705193114]]"
5461,22506,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515953.382169507, 4262823.863154536]]"
5462,22507,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515981.212211972, 4262845.955062214]]"
5463,22508,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515978.119737586, 4262777.775200441]]"
5464,22509,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15516020.792471986, 4262824.625046783]]"
5465,22510,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515652.20059864, 4262823.101214151]]"
5466,22511,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15514983.664358927, 4262870.331752238]]"
5467,22522,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515168.890520878, 4263632.147666024]]"
5468,22531,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515281.75662098, 4263740.710728499]]"
5469,22532,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15515318.863367856, 4263776.1368365]]"
5470,22533,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15514834.621805567, 4263475.970913604]]"
5471,22534,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15514195.76808427, 4262657.032349635]]"
5472,22538,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15513932.313539261, 4263213.141743256]]"
5473,22539,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15513934.478047637, 4263190.6681699]]"
5474,22540,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15513900.463571584, 4263153.720359291]]"
5475,22541,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15514002.506637469, 4263160.19588352]]"
5476,22542,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15513978.078122329, 4263156.386737587]]"
5477,22543,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15514005.598802868, 4263156.00588424]]"
5478,22544,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15513898.915515156, 4262576.284360017]]"
5479,22545,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15513570.523269197, 4262693.597248237]]"
5480,22546,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15513761.622456176, 4262910.325076722]]"
5481,22548,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15512886.835459908, 4262593.804526512]]"
5482,22549,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15510716.724516675, 4262756.061921181]]"
5483,22550,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15510654.880911391, 4262908.419225369]]"
5484,22552,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15510685.804686347, 4263403.595312949]]"
5485,22553,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15510562.117191873, 4263593.6726332465]]"
5486,22558,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15510407.507346898, 4263746.041619185]]"
5487,22565,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15508954.167549217, 4262908.418470059]]"
5488,22566,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15508892.324601775, 4263212.758669681]]"
5489,22567,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15508242.961526271, 4263250.8492519185]]"
5490,22581,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15507253.762295384, 4262565.617226396]]"
5491,22589,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15505614.892966999, 4262527.147929581]]"
5492,22600,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15506562.964971222, 4262991.0729752565]]"
5493,22601,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15506564.820462795, 4263015.069703821]]"
5494,22605,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15505549.033063386, 4263623.764310456]]"
5495,22613,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15504361.625365656, 4263526.248693367]]"
5496,22616,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15503636.191264741, 4262908.03693757]]"
5497,22625,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15504213.505374042, 4262643.317587291]]"
5498,22634,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15502632.460733047, 4262924.034663669]]"
5499,22636,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15501826.939186448, 4262695.117116278]]"
5500,22637,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15502074.315961463, 4262695.117393087]]"
5501,22643,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15501741.90445856, 4262992.2140694065]]"
5502,22756,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15573339.970044758, 4261674.730721896]]"
5503,22758,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15573617.341487642, 4261786.320981798]]"
5504,22763,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15571968.265573157, 4261577.234371673]]"
5505,22772,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15573081.155641818, 4262643.664719594]]"
5506,22773,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15573050.538916316, 4261558.190558581]]"
5507,22821,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15572828.828951184, 4261945.140504128]]"
5508,22822,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15572543.728719648, 4262332.48502756]]"
5509,22823,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15572061.651267469, 4261806.889174462]]"
5510,22824,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15572453.125952188, 4262047.593529254]]"
5511,22825,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15572514.970228232, 4262085.680096011]]"
5512,22828,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15572422.204146015, 4262123.767037271]]"
5513,22829,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15572484.048239352, 4262123.766988282]]"
5514,22830,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15572453.126556905, 4262199.941108218]]"
5515,22831,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15572484.04876878, 4262238.028291927]]"
5516,22832,b'\x92\x86\x81i5\x81\x85PL\x81\x8315\x81j',"[[15572453.126737067, 4262276.11562211]]"
5517,22833,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15572484.048904508, 4262276.1156140175]]"
5518,22834,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15571875.499198668, 4261577.23458514]]"
5519,22838,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15571349.825857067, 4262300.874085741]]"
5520,22839,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15571566.28068459, 4262300.873813749]]"
5521,22843,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15571906.4250831, 4262567.489071598]]"
5522,22844,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15571349.827108411, 4262643.666988537]]"
5523,22847,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15571080.802474236, 4262051.785071618]]"
5524,22849,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15571157.488177663, 4261763.472834098]]"
5525,22851,b'\x8f\xac\x81i0\x81\x85PL\x81\x835\x81j',"[[15571195.831001628, 4261579.139828585]]"
5526,22853,b'\x91\xe5\x81iPL\x81\x8615\x81j',"[[15570867.439117515, 4261876.207372928]]"
